,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set
801,Clover,2,0,Young,Domestic Short Hair,,Small,Female,"Loving, playful, active",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,59.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
802,Tucker & Tyler,3,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,"Loving, playful, active",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,77.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
803,Brandy,3,0,Senior,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,,Yes,Spayed / neutered.,,,"Other cats, children.",Short,102.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
804,Diamond,0,0,Adult,Domestic Short Hair & American Shorthair Mix,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,44.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
805,Opel,0,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,32.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
806,Buddy,2,0,Senior,Tabby & Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,48.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
807,Boo,3,0,Senior,Domestic Long Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Medium,259.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
808,Frankie,2,0,Senior,Tabby & Calico Mix,Orange / Red,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,79.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
809,Sushi,3,0,Senior,Tuxedo & Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,Dogs.,,110.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
810,Nick,2,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Male,"Friendly, Affectionate, Playful, Curious, Brave, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,95.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
811,Britt,2,0,Kitten,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Curious, Brave",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,106.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
812,Max (Courtesy Post),2,1,Senior,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,116.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
813,Janis Joplin,5,0,Kitten,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,131.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
814,Freddy Mercury,2,0,Kitten,Domestic Short Hair,Black,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,102.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
815,Mama Mamba,6,0,Young,Domestic Short Hair,Gray / Blue / Silver,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,Children.,,162.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
816,Jasmine,5,0,Adult,Domestic Medium Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Jasmine has multiple liver shunts and related neurological issues (blind; tremors). Currently her condition is managed with a low protein diet, Lactulose, and Metronidazole. She needs a home where someone is home most of the time who can monitor her closely for signs that veterinary follow-up is needed.",,,"Other cats, dogs, children.",Medium,181.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
817,Ruby,0,0,Adult,Domestic Short Hair & Tuxedo Mix,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,34.0,"Best Friend Dog and Animal Adoption, Inc.",thirty_days
818,Mimi,6,0,Adult,Domestic Long Hair & Maine Coon Mix,,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,80.0,Cat Crew Rescue,thirty_days
819,Lucibella,5,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,,127.0,Cat Crew Rescue,thirty_days
820,Klaus,4,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,67.0,Cat Crew Rescue,thirty_days
821,Shoto,6,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Small,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,,75.0,Cat Crew Rescue,thirty_days
822,Mirio,6,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Small,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,,55.0,Cat Crew Rescue,thirty_days
823,Tia,3,0,Kitten,Domestic Short Hair Mix,,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,92.0,Cat Crew Rescue,thirty_days
824,Piper,5,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,74.0,Cat Crew Rescue,thirty_days
825,Louis,5,0,Adult,Domestic Short Hair Mix,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,95.0,Cat Crew Rescue,thirty_days
826,Sandrino,6,0,Young,Domestic Short Hair Mix,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,86.0,Cat Crew Rescue,thirty_days
827,Camilla,5,0,Adult,Domestic Short Hair Mix,Gray & White,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,78.0,Cat Crew Rescue,thirty_days
828,Fiona,6,0,Young,Domestic Short Hair Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,,,257.0,Cat Crew Rescue,thirty_days
829,Cooper,6,0,Young,Domestic Short Hair Mix,Brown / Chocolate,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,140.0,Cat Crew Rescue,thirty_days
830,Bradley,6,0,Young,Domestic Short Hair & Tabby Mix,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,141.0,Cat Crew Rescue,thirty_days
831,Fitzy,6,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,,Yes,,,,,,85.0,Cat Crew Rescue,thirty_days
832,Momma Sombrita,0,0,Young,Domestic Short Hair Mix,Black,Medium,Female,"Friendly, Affectionate, Gentle, Independent, Quiet, Dignified",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,55.0,Alleykattz Rescue,thirty_days
833,Baby Boy & Baby Girl,0,0,Kitten,Domestic Short Hair Mix,Black,Medium,Male,"Friendly, Affectionate, Playful, Curious, Funny",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,66.0,Alleykattz Rescue,thirty_days
834,Leo,3,0,Kitten,Domestic Short Hair Mix,Tabby (Orange / Red),Medium,Male,"Friendly, Affectionate, Gentle, Playful, Curious",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,43.0,Alleykattz Rescue,thirty_days
835,Bruno and Pepe,2,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Male,"Friendly, Affectionate, Gentle, Playful, Curious, Funny",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,110.0,Alleykattz Rescue,thirty_days
836,Pablo and Lola,2,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Male,"Friendly, Affectionate, Playful, Curious, Funny",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,87.0,Alleykattz Rescue,thirty_days
837,Chloe,0,0,Young,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Female,"Friendly, Affectionate, Gentle, Loyal, Quiet",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,83.0,Alleykattz Rescue,thirty_days
838,Lucy,0,0,Young,Domestic Short Hair Mix,Torbie,Medium,Female,"Friendly, Affectionate, Gentle, Loves kisses, Playful",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,73.0,Alleykattz Rescue,thirty_days
839,Sekhmet,2,0,Young,Domestic Short Hair Mix,White,Medium,Female,"Friendly, Affectionate, Brave, Gentle",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,103.0,Alleykattz Rescue,thirty_days
840,Nerfertiti & Hatshepsut,0,0,Kitten,Domestic Short Hair,Calico,Medium,Female,", Friendly, Affectionate, Gentle, Playful, Smart, Funny, Quiet",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,69.0,Alleykattz Rescue,thirty_days
841,Cleopatra & Ramses,0,0,Kitten,Domestic Short Hair Mix,Buff / Tan / Fawn,Medium,Female,", Friendly, Affectionate, Playful, Gentle, Smart, Funny, Quiet",Yes,Vaccinations up to date.,"Other cats, children.",,,,63.0,Alleykattz Rescue,thirty_days
842,Bugsy and Buggy,5,0,Kitten,Domestic Short Hair,Black,Medium,Male,", Friendly, Affectionate, Gentle, Playful, Smart, Curious, Funny",Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,Short,77.0,Alleykattz Rescue,thirty_days
843,Chewie,0,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Male,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,,130.0,Alleykattz Rescue,thirty_days
844,Kylo & Han ( BONDED),2,0,Kitten,Domestic Medium Hair Mix,Gray / Blue / Silver,Medium,Male,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,Short,73.0,Alleykattz Rescue,thirty_days
845,Julie,0,0,Adult,Domestic Short Hair Mix,Gray / Blue / Silver,Medium,Female,", Friendly, Gentle, Quiet, Playful, Independent",Yes,"Vaccinations up to date, spayed / neutered.",Children.,,"Other cats, dogs.",Short,83.0,Alleykattz Rescue,thirty_days
846,Molly,2,0,Young,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,69.0,Alleykattz Rescue,thirty_days
847,Bear & Tabitha,2,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Male,", Friendly, Affectionate, Gentle, Playful, Curious, Funny, Athletic",Yes,Vaccinations up to date.,"Other cats, children.",,,,52.0,Alleykattz Rescue,thirty_days
848,Piccolo & Domino,2,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,"sweet, bonded, entertaining, Friendly, Affectionate, Gentle, Playful, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,131.0,Alleykattz Rescue,thirty_days
849,Dolly and Tillie,0,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,"active, playful, future comedians, future wrestling champs",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,103.0,Alleykattz Rescue,thirty_days
850,Momma Ruthie and Baby Billy,3,0,Young,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,", Friendly, Gentle, Affectionate, Smart, Independent, Dignified, Loves kisses, Curious, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,Children.,Short,92.0,Alleykattz Rescue,thirty_days
851,Alvin & Ellie,2,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Male,"loving, active, playful, Friendly, Affectionate, Gentle, Playful, Curious, Smart, Funny, Athletic, Loves kisses",Yes,Vaccinations up to date.,"Other cats, children.",,,,114.0,Alleykattz Rescue,thirty_days
852,Maggie,3,0,Young,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Female,"loving, playful, family type cat",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,65.0,Alleykattz Rescue,thirty_days
853,Hope,3,0,Adult,American Shorthair Mix,Black,Medium,Female,"loving, friendly, family cat",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,50.0,Alleykattz Rescue,thirty_days
854,Mama and Stella,3,0,Young,Domestic Short Hair Mix,Black,Medium,Female,"loving, sweet, bonded",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,106.0,Alleykattz Rescue,thirty_days
855,Twiggy,4,0,Kitten,Tortoiseshell & Domestic Short Hair Mix,Tortoiseshell,Medium,Female,"Friendly, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,118.0,S.A.R.A. Inc.,thirty_days
856,Nigel,3,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Large,Male,"Friendly, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,118.0,S.A.R.A. Inc.,thirty_days
857,Bud,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,89.0,S.A.R.A. Inc.,thirty_days
858,Stella,5,0,Adult,Domestic Medium Hair,Black & White / Tuxedo,Large,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,111.0,S.A.R.A. Inc.,thirty_days
859,Alice,2,0,Kitten,Domestic Short Hair & Tabby Mix,Gray & White,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Fiv + but does not bite. Lives fine with non fiv.","Other cats, dogs.",,,Short,81.0,S.A.R.A. Inc.,thirty_days
860,Huey,4,0,Kitten,Domestic Short Hair & Tiger Mix,Gray / Blue / Silver,Large,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,Short,173.0,S.A.R.A. Inc.,thirty_days
861,Louie,4,0,Kitten,Domestic Short Hair & Tiger Mix,,Large,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,Short,104.0,S.A.R.A. Inc.,thirty_days
862,Val,3,0,Kitten,Domestic Short Hair & Russian Blue Mix,Gray / Blue / Silver,Medium,Female,,Yes,Vaccinations up to date.,"Other cats, children.",,,Short,111.0,S.A.R.A. Inc.,thirty_days
863,Benzene,3,0,Adult,Domestic Short Hair & Tiger Mix,Tabby (Tiger Striped),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Last October 2020, this darlin’ little girl was found emaciated outside of a Philadelphia ( Science) university dorm ( thus the name Benzene)! A compassionate student took her in and sent her home to her mom in New Jersey. From there she received veterinary care and was nursed back to a healthy weight. She is however on thyroid medication which she takes twice a day morning and night. She takes it extremely easily when wrapped in a treat. The vet said that her age is unknown putting her at age 8 or older. She is extremely cuddly and her fur is exceptionally soft unlike any other cat her foster home has seen. Her legs, especially her front legs, appear to be shorter than the average cat which makes her even more adorable. Somewhere along the line she may have been mixed with the Napoleon cat breed. She thrives on being an only cat and seems rather stressed when too many other animals are around. Although friendly and loving with all we’ve noticed a slight preference for men. If you’re looking for a companion and a cuddle buddy, please consider giving this girl your loving home. If interested, please contact Lisa - lisadetown@gmail.com.",Children.,,"Other cats, dogs, other animals.",Short,,S.A.R.A. Inc.,thirty_days
864,Midnight,0,0,Young,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,62.0,S.A.R.A. Inc.,thirty_days
865,Moonlight,0,0,Young,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,81.0,S.A.R.A. Inc.,thirty_days
866,Roseann,0,0,Adult,Domestic Short Hair & Tabby Mix,Black,Medium,Female,,Yes,Spayed / neutered.,,,"Other cats, dogs.",Short,281.0,S.A.R.A. Inc.,thirty_days
867,Dottie,3,0,Adult,Tortoiseshell,Tortoiseshell,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,58.0,S.A.R.A. Inc.,thirty_days
868,ED,2,0,Kitten,Tabby,Orange & White,Medium,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,,48.0,"Buddy's Rescue, Inc.",thirty_days
869,Vanilla,2,0,Kitten,Tabby,Orange & White,Medium,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,Short,48.0,"Buddy's Rescue, Inc.",thirty_days
870,Reuby,3,0,Kitten,Tuxedo,Black & White / Tuxedo,Medium,Female,", Friendly, Affectionate, Gentle, Playful, Smart, Curious, Brave, Independent, Funny, Loves kisses",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,45.0,"Buddy's Rescue, Inc.",thirty_days
871,Nala,2,0,Kitten,Domestic Short Hair,Orange & White,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,261.0,Happy Homes Animal Rescue,thirty_days
872,Gus,3,0,Kitten,Domestic Medium Hair,Tabby (Tiger Striped),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Medium,250.0,Happy Homes Animal Rescue,thirty_days
873,Audrey,0,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,262.0,Happy Homes Animal Rescue,thirty_days
874,Moonbeam,0,0,Kitten,Domestic Short Hair,Tabby (Tiger Striped),Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered, special needs. Moonbeam has seizures and is currently on medication that we hope to wean him off of eventually.",Other cats.,,,Short,345.0,Happy Homes Animal Rescue,thirty_days
875,Porsha,5,0,Young,Domestic Medium Hair,Black,Medium,Female,"Beautiful, Mellow, Shy, Sweet, Friendly, Affectionate, Gentle, Curious, Funny, Loves kisses",Yes,Spayed / neutered.,"Other cats, dogs, children.",,,Medium,157.0,Willow Rescue Foundation Inc.,thirty_days
876,Olive,5,0,Young,Domestic Medium Hair,Black,Small,Female,"Loving, Confident, Curious, Cuddy, Playful, Affectionate",Yes,Spayed / neutered.,"Dogs, children.",,Other cats.,Medium,458.0,Willow Rescue Foundation Inc.,thirty_days
877,Chickpea,5,0,Young,Domestic Medium Hair,Black,Medium,Male,"Loving, Super Cuddly, Sweet, Sensitive, Playful, Mellow, Curious",Yes,Spayed / neutered.,"Dogs, children.",,Other cats.,Medium,458.0,Willow Rescue Foundation Inc.,thirty_days
878,Gouda,4,0,Young,Domestic Medium Hair,Black,Large,Male,"Loving, Playful, Active, Curious, Affectionate, Cuddly",Yes,Spayed / neutered.,"Dogs, children.",,Other cats.,Medium,458.0,Willow Rescue Foundation Inc.,thirty_days
879,Romeo,4,1,Young,Domestic Medium Hair,Black,Large,Male,"Sweet, Talkative, Affectionate, Easygoing",Yes,Spayed / neutered.,Children.,,"Other cats, dogs.",Short,405.0,Willow Rescue Foundation Inc.,thirty_days
880,Oliver,6,0,Kitten,Tabby,Tabby (Gray / Blue / Silver),Medium,Male,"Loving, Super Cuddly, Playful, Curious, Affectionate, Dog Friendly",Yes,Spayed / neutered.,"Other cats, dogs, children.",,,Medium,155.0,Willow Rescue Foundation Inc.,thirty_days
881,Emily,4,1,Young,Domestic Long Hair,Gray & White,Small,Female,"Gentle, Shy, Friendly, Affectionate, Playful, Curious, Quiet",Yes,Spayed / neutered.,,,"Other cats, dogs, children.",Long,232.0,Willow Rescue Foundation Inc.,thirty_days
882,Louie,5,0,Kitten,Tabby,Tabby (Gray / Blue / Silver),Medium,Male,"Loving, Curious, Cuddly, Shy, Dog Friendly, Playful, Affectionate",Yes,Spayed / neutered.,"Other cats, dogs, children.",,,Short,162.0,Willow Rescue Foundation Inc.,thirty_days
883,Sweet Samantha,3,0,Young,Tuxedo Mix,Black & White / Tuxedo,Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,113.0,tlc Rescue,thirty_days
884,Cricket,3,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,Female,"Friendly, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,59.0,Save The Animals Rescue Team II,thirty_days
885,Salem,3,0,Young,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,59.0,Save The Animals Rescue Team II,thirty_days
886,Kit Kat,5,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,68.0,Save The Animals Rescue Team II,thirty_days
887,Inky,4,0,Kitten,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,61.0,Save The Animals Rescue Team II,thirty_days
888,Luna,2,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Friendly, Playful",Yes,Spayed / neutered.,Other cats.,,,Short,40.0,Save The Animals Rescue Team II,thirty_days
889,Lucy,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs.",Short,106.0,Save The Animals Rescue Team II,thirty_days
890,"The Tuxedo Trio! (Midnight, Oreo & Bandit)",6,0,Kitten,American Shorthair & Abyssinian Mix,Black & White / Tuxedo,Medium,Male,"Playful, Active, Loving, Affectionate, Friendly",Yes,,"Other cats, children.",,,Short,162.0,Rosemaries Rescue Ranch,thirty_days
891,Luna,6,0,Kitten,Domestic Short Hair Mix,Gray & White,Medium,Female,"Mellow, Playful, Friendly, Curious, Loves kisses",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,131.0,Rosemaries Rescue Ranch,thirty_days
892,Ivan the Wonderful,0,0,Adult,Domestic Long Hair Mix,Cream Point,Large,Male,"Calm, Couch potato, Mellow, Independent",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs.",Medium,244.0,Rosemaries Rescue Ranch,thirty_days
893,Valentina (Special Needs),5,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Snuggly, Calm, Friendly, Sweet",Yes,"Vaccinations up to date, spayed / neutered, special needs. Valentina has eyelid agenesis. It’s a birth defect, in which the eyelid is either missing or deformed. It requires drops which she is quite used to, and it's very easy to do.",Children.,,Other cats.,Short,226.0,Rosemaries Rescue Ranch,thirty_days
894,Olive,2,0,Kitten,Tabby Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,136.0,Long Road Home,thirty_days
895,Basil,2,0,Kitten,Tabby Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,196.0,Long Road Home,thirty_days
896,Sage,2,0,Kitten,Tabby Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,169.0,Long Road Home,thirty_days
897,Poppy,3,0,Kitten,Tabby Mix,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,136.0,Long Road Home,thirty_days
898,"apollo, paco &oliver",0,0,Kitten,American Shorthair,Black,Small,Male,"Friendly, Affectionate, Gentle, Playful, Curious, Smart",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,61.0,Lend-a-Paw Inc.,thirty_days
899,Kiwi,0,0,Young,American Shorthair,Orange & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered, special needs. He has a 4/6 heart murmur and needs to be on medication.","Other cats, dogs, children.",,,Short,136.0,Lend-a-Paw Inc.,thirty_days
900,Hawley & Hope,0,0,Kitten,American Shorthair,Black,Small,Male,,Yes,Vaccinations up to date.,"Other cats, dogs.",,,Short,102.0,Lend-a-Paw Inc.,thirty_days
901,Emu,0,0,Kitten,American Shorthair,,Small,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,Short,65.0,Lend-a-Paw Inc.,thirty_days
902,Nikko,0,0,Kitten,American Shorthair,Black,Small,Male,", Friendly, Loyal, Affectionate, Gentle, Playful, Independent",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,54.0,Lend-a-Paw Inc.,thirty_days
903,Philip & Sweet Pea,0,0,Kitten,American Shorthair,Black & White / Tuxedo,Small,Female,", Friendly, Affectionate, Loves kisses, Funny, Smart, Loyal",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,60.0,Lend-a-Paw Inc.,thirty_days
904,Cali & Dexter,0,0,Kitten,Domestic Medium Hair,,Small,Female,,Yes,Vaccinations up to date.,"Other cats, children.",,,,213.0,Lend-a-Paw Inc.,thirty_days
905,Mufasa,2,0,Adult,Domestic Long Hair,Gray / Blue / Silver,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Long,38.0,Lend-a-Paw Inc.,thirty_days
906,Aldie & Opie,0,0,Adult,American Shorthair,Black & White / Tuxedo,Large,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,90.0,Lend-a-Paw Inc.,thirty_days
907,Marla,6,0,Adult,Domestic Short Hair,Calico,Medium,Female,"Friendly, Affectionate, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,108.0,CLAWS,thirty_days
908,Myrna Turner,5,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Affectionate, Smart, Friendly, Independent, Funny",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,97.0,CLAWS,thirty_days
909,Klugman,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Affectionate, Playful, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,86.0,CLAWS,thirty_days
910,Wally,3,0,Kitten,Domestic Short Hair,Tortoiseshell,Medium,Female,"Affectionate, Curious, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,142.0,CLAWS,thirty_days
911,Tucson and Hayden,5,0,Young,Domestic Short Hair,Calico,Medium,Female,Playful,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,113.0,CLAWS,thirty_days
912,Tippy and Sugar,6,0,Kitten,Tuxedo,Black & White / Tuxedo,Medium,Female,,Yes,,Other cats.,,,Short,56.0,CLAWS,thirty_days
913,Fritz,3,0,Adult,Domestic Short Hair,Black,Medium,Male,,Yes,Spayed / neutered.,,,,Short,105.0,CLAWS,thirty_days
914,Max,3,1,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Playful, loving",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,133.0,CLAWS,thirty_days
915,Maizy and Mini,6,0,Kitten,Calico,Calico,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,114.0,CLAWS,thirty_days
916,Pearl,3,0,Young,Domestic Short Hair,Tabby (Orange / Red),Medium,Female,Affectionate,Yes,"Vaccinations up to date, spayed / neutered.",,,,,84.0,CLAWS,thirty_days
917,Sunday,2,0,Young,Domestic Short Hair,Orange & White,Medium,Male,Loving,Yes,Vaccinations up to date.,,,,,104.0,CLAWS,thirty_days
918,Lady,2,0,Adult,Domestic Short Hair,Black,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,CLAWS,thirty_days
919,Beau,3,0,Kitten,Domestic Short Hair,Gray & White,Medium,Female,Friendly and Feisty,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,108.0,CLAWS,thirty_days
