,cat_name,num_images,num_videos,age,color,sex,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,color_new
98,Tracy,6,0,Kitten,Black & White / Tuxedo,Male,,,,Short,131.0,Infinite Hope,seven_days,Tracy Infinite Hope,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
99,Liz,6,0,Kitten,Tortoiseshell,Female,,,,Short,120.0,Infinite Hope,seven_days,Liz Infinite Hope,False,False,Short,Tortoiseshell,False,False,6,True,DSH,Less Than Thirty Days,Tortoiseshell
100,Jack,6,0,Kitten,Buff / Tan / Fawn,Male,,,,Short,125.0,Infinite Hope,seven_days,Jack Infinite Hope,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,Other
101,Romeo and Guero,4,0,Young,,Male,,,,Medium,149.0,The Lucky Cat Rescue,seven_days,Romeo and Guero The Lucky Cat Rescue,False,False,Medium,unknown,True,False,4,True,DSH,Less Than Thirty Days,Other
102,Jesse,4,0,Senior,Gray / Blue / Silver,Male,Other animals. Humans.,,Other cats.,Medium,62.0,Frankie's Fund for Feline Care and Rescue,seven_days,Jesse Frankie's Fund for Feline Care and Rescue,False,False,Medium,Gray / Blue / Silver,False,False,4,True,DSH,Less Than Thirty Days,Gray / Blue / Silver
103,Crescent,0,0,Adult,Tabby (Brown / Chocolate),Female,,$150.00,"Dogs, children.",,96.0,Union City Feral Cat Committee,seven_days,Crescent Union City Feral Cat Committee,False,False,unknown,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,Tabby (Brown / Chocolate)
104,Toby,4,0,Kitten,Tabby (Brown / Chocolate),Male,,,,,112.0,Union City Feral Cat Committee,seven_days,Toby Union City Feral Cat Committee,False,False,unknown,Tabby (Brown / Chocolate),False,False,4,True,DSH,Less Than Thirty Days,Tabby (Brown / Chocolate)
105,Panda,0,0,Adult,Black & White / Tuxedo,Male,,$150.00,Dogs.,,78.0,Union City Feral Cat Committee,seven_days,Panda Union City Feral Cat Committee,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,Black & White / Tuxedo
106,Mirage,0,0,Adult,Tortoiseshell,Female,,$150.00,"Dogs, children.",,85.0,Union City Feral Cat Committee,seven_days,Mirage Union City Feral Cat Committee,False,False,unknown,Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,Tortoiseshell
107,Finley,6,0,Adult,Orange & White,Male,Children.,$125.00,Other cats.,Short,111.0,Union City Animal Trust,seven_days,Finley Union City Animal Trust,False,False,Short,Orange & White,False,False,6,True,DSH,Less Than Thirty Days,Orange & White
108,Miss Misstoffelees,6,0,Young,Black,Female,Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,seven_days,Miss Misstoffelees AdvoCat Rescue,False,False,Short,Black,False,False,6,True,DSH,Less Than Thirty Days,Black
109,Fries & Mash - Bonded Brothers,6,0,Kitten,Black & White / Tuxedo,Male,Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days,Fries & Mash - Bonded Brothers AdvoCat Rescue,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
110,Mash & Fries - Bonded Brothers,6,0,Kitten,Black & White / Tuxedo,Male,Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days,Mash & Fries - Bonded Brothers AdvoCat Rescue,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
111,The Jimmy,6,0,Kitten,Gray & White,Male,Other cats.,$200.00,,Short,264.0,AdvoCat Rescue,seven_days,The Jimmy AdvoCat Rescue,False,False,Short,Gray & White,False,False,6,True,DSH,Less Than Thirty Days,Gray & White
112,Hermione - Hogwarts Kittens,6,0,Kitten,Calico,Female,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days,Hermione - Hogwarts Kittens AdvoCat Rescue,False,False,Short,Calico,False,False,6,True,DSH,Less Than Thirty Days,Calico
113,Ron - Hogwarts Kittens,6,0,Kitten,Tabby (Buff / Tan / Fawn),Male,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days,Ron - Hogwarts Kittens AdvoCat Rescue,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Less Than Thirty Days,Tabby (Buff / Tan / Fawn)
114,Harry - Hogwarts Kittens,6,0,Kitten,Buff / Tan / Fawn,Male,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days,Harry - Hogwarts Kittens AdvoCat Rescue,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,Other
115,Swirly,5,0,Senior,Tabby (Gray / Blue / Silver),Male,,,"Other cats, dogs, children.",Short,105.0,KittyKaretakers of Queens,seven_days,Swirly KittyKaretakers of Queens,False,False,Short,Tabby (Gray / Blue / Silver),False,False,5,True,DSH,Less Than Thirty Days,Tabby (Gray / Blue / Silver)
116,Sylvester,5,0,Senior,Black & White / Tuxedo,Male,,$100.00,"Other cats, dogs, children.",Short,213.0,Sunset Park Cats,seven_days,Sylvester Sunset Park Cats,False,False,Short,Black & White / Tuxedo,False,False,5,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
117,Oscar,6,0,Adult,Tabby (Leopard / Spotted),Male,,$100.00,"Other cats, dogs, children.",Short,121.0,Sunset Park Cats,seven_days,Oscar Sunset Park Cats,False,False,Short,Tabby (Leopard / Spotted),False,False,6,True,DSH,Less Than Thirty Days,Other
118,Heather,3,1,Young,Dilute Tortoiseshell,Female,"Other cats, children.",,Dogs.,Short,73.0,Happy Friends Rescue,seven_days,Heather Happy Friends Rescue,False,False,Short,Dilute Tortoiseshell,False,True,3,True,DSH,Less Than Thirty Days,Other
119,Sherlock & Watson,6,0,Kitten,Black & White / Tuxedo,Male,"Other cats, children.",$325.00,,Short,68.0,Saving Cats & Kittens of Brooklyn,seven_days,Sherlock & Watson Saving Cats & Kittens of Brooklyn,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
120,Bulldog,3,1,Young,Black & White / Tuxedo,Male,"Other cats, children.",$150.00,,Long,249.0,Bronx Tails Cat Rescue,seven_days,Bulldog Bronx Tails Cat Rescue,False,False,Long,Black & White / Tuxedo,False,True,3,True,DLH,Less Than Thirty Days,Black & White / Tuxedo
121,Bruno (M) and Marsi (F) - BONDED PAIR,6,0,Kitten,Black,Male,,,,Short,305.0,Bronx Tails Cat Rescue,seven_days,Bruno (M) and Marsi (F) - BONDED PAIR Bronx Tails Cat Rescue,False,False,Short,Black,True,False,6,True,DSH,Less Than Thirty Days,Black
122,LEXI N.,3,1,Young,Tabby (Leopard / Spotted),Female,,,,Short,79.0,Bronx Tails Cat Rescue,seven_days,LEXI N. Bronx Tails Cat Rescue,False,False,Short,Tabby (Leopard / Spotted),False,True,3,True,DSH,Less Than Thirty Days,Other
123,Penny,1,1,Kitten,Dilute Tortoiseshell,Female,"Other cats, dogs, children.",,,Short,39.0,Who Rescued Who Animal Rescue,seven_days,Penny Who Rescued Who Animal Rescue,False,False,Short,Dilute Tortoiseshell,False,True,1,True,DSH,Less Than Thirty Days,Other
124,Miss Misstoffelees,6,0,Young,Black,Female,Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,seven_days,Miss Misstoffelees AdvoCat Rescue,False,False,Short,Black,False,False,6,True,DSH,Less Than Thirty Days,Black
125,Fries & Mash - Bonded Brothers,6,0,Kitten,Black & White / Tuxedo,Male,Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days,Fries & Mash - Bonded Brothers AdvoCat Rescue,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
126,Mash & Fries - Bonded Brothers,6,0,Kitten,Black & White / Tuxedo,Male,Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days,Mash & Fries - Bonded Brothers AdvoCat Rescue,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
127,The Jimmy,6,0,Kitten,Gray & White,Male,Other cats.,$200.00,,Short,264.0,AdvoCat Rescue,seven_days,The Jimmy AdvoCat Rescue,False,False,Short,Gray & White,False,False,6,True,DSH,Less Than Thirty Days,Gray & White
128,Hermione - Hogwarts Kittens,6,0,Kitten,Calico,Female,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days,Hermione - Hogwarts Kittens AdvoCat Rescue,False,False,Short,Calico,False,False,6,True,DSH,Less Than Thirty Days,Calico
129,Ron - Hogwarts Kittens,6,0,Kitten,Tabby (Buff / Tan / Fawn),Male,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days,Ron - Hogwarts Kittens AdvoCat Rescue,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Less Than Thirty Days,Tabby (Buff / Tan / Fawn)
130,Harry - Hogwarts Kittens,6,0,Kitten,Buff / Tan / Fawn,Male,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days,Harry - Hogwarts Kittens AdvoCat Rescue,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,Other
131,Casper,3,0,Adult,Gray & White,Male,Other cats.,$150.00,,Short,34.0,Brooklyn Adoptables,seven_days,Casper Brooklyn Adoptables,False,False,Short,Gray & White,False,False,3,True,DSH,Less Than Thirty Days,Gray & White
132,Sally,3,0,Adult,Black,Female,Other cats.,$150.00,,Short,34.0,Brooklyn Adoptables,seven_days,Sally Brooklyn Adoptables,False,False,Short,Black,False,False,3,True,Other,Less Than Thirty Days,Black
133,Kira,3,0,Young,Calico,Female,"Other cats, children.",,,Short,39.0,Brooklyn Adoptables,seven_days,Kira Brooklyn Adoptables,False,False,Short,Calico,False,False,3,True,DSH,Less Than Thirty Days,Calico
134,Pudder,3,0,Young,Tabby (Buff / Tan / Fawn),Male,,,,Medium,77.0,Adopt-A-Buddy,seven_days,Pudder Adopt-A-Buddy,False,False,Medium,Tabby (Buff / Tan / Fawn),False,False,3,True,DSH,Less Than Thirty Days,Tabby (Buff / Tan / Fawn)
135,Stacey,3,0,Young,Black & White / Tuxedo,Female,Children.,,Other cats.,Short,59.0,Brooklyn Adoptables,seven_days,Stacey Brooklyn Adoptables,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
136,The Cliffs,4,0,Kitten,Black,Male,"Other cats, dogs, children.",$150.00,,Short,68.0,Animal Life Savers Inc.,seven_days,The Cliffs Animal Life Savers Inc.,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,Black
137,MetroRock,3,0,Kitten,Black,Male,"Other cats, dogs, children.",$150.00,,Short,67.0,Animal Life Savers Inc.,seven_days,MetroRock Animal Life Savers Inc.,False,False,Short,Black,False,False,3,True,DSH,Less Than Thirty Days,Black
138,Vital,5,0,Kitten,Black,Male,"Other cats, dogs, children.",$150.00,,Short,67.0,Animal Life Savers Inc.,seven_days,Vital Animal Life Savers Inc.,False,False,Short,Black,False,False,5,True,DSH,Less Than Thirty Days,Black
139,BKB,4,0,Kitten,Black,Male,"Other cats, dogs, children.",,,Short,66.0,Animal Life Savers Inc.,seven_days,BKB Animal Life Savers Inc.,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,Black
140,Jean and Boots,4,0,Young,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,Short,74.0,Animal Life Savers Inc.,seven_days,Jean and Boots Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,True,False,4,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
141,Fudge,3,0,Adult,Tabby (Buff / Tan / Fawn),Female,Dogs.,,,Short,0.0,Animal Life Savers Inc.,seven_days,Fudge Animal Life Savers Inc.,False,True,Short,Tabby (Buff / Tan / Fawn),False,False,3,True,DSH,Less Than Thirty Days,Tabby (Buff / Tan / Fawn)
142,Rye,3,1,Kitten,Black & White / Tuxedo,Male,"Other cats, dogs, children, other animals. All.",$150.00,,Short,49.0,Animal Life Savers Inc.,seven_days,Rye Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,False,True,3,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
143,Wheat,5,1,Kitten,Black & White / Tuxedo,Male,"Other cats, dogs, children, other animals. All.",$150.00,,Short,49.0,Animal Life Savers Inc.,seven_days,Wheat Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,False,True,5,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
144,Barley,2,1,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children, other animals. All.",$150.00,,Short,49.0,Animal Life Savers Inc.,seven_days,Barley Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,False,True,2,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
145,Nicolas,4,0,Kitten,Black,Male,"Other cats, dogs, children, other animals. All.",$150.00,,Short,129.0,Animal Life Savers Inc.,seven_days,Nicolas Animal Life Savers Inc.,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,Black
146,Mr Cool,2,0,Young,,Male,Other cats.,,,Short,57.0,"Animals Are Forever, Inc",seven_days,"Mr Cool Animals Are Forever, Inc",False,False,Short,unknown,False,False,2,True,DSH,Less Than Thirty Days,Other
147,Leo,2,0,Senior,Tabby (Gray / Blue / Silver),Male,"Other cats, children.",,,Short,80.0,Bergen County Animal Shelter,seven_days,Leo Bergen County Animal Shelter,False,False,Short,Tabby (Gray / Blue / Silver),False,False,2,True,DSH,Less Than Thirty Days,Tabby (Gray / Blue / Silver)
148,Bonnie & Cherry - MUST GO TOGETHER,4,0,Kitten,Gray / Blue / Silver,Female,"Other cats, children.",$299.97,,Short,198.0,Cat Castle NYC,seven_days,Bonnie & Cherry - MUST GO TOGETHER Cat Castle NYC,False,False,Short,Gray / Blue / Silver,True,False,4,True,DSH,Less Than Thirty Days,Gray / Blue / Silver
149,Star,2,0,Kitten,Gray & White,Female,"Dogs, children, other animals. friendly dogs.",$150.00,,Short,40.0,Animal Adoption Veterinary Center,seven_days,Star Animal Adoption Veterinary Center,False,False,Short,Gray & White,False,False,2,True,DSH,Less Than Thirty Days,Gray & White
150,Bell,2,0,Kitten,Gray & White,Female,"Dogs, children, other animals. friendly dogs.",,,Short,40.0,Animal Adoption Veterinary Center,seven_days,Bell Animal Adoption Veterinary Center,False,False,Short,Gray & White,False,False,2,True,DSH,Less Than Thirty Days,Gray & White
151,RINGO,3,0,Kitten,Black,Male,Children.,,,Short,104.0,"For Blake's Sake Rescue, Inc.",seven_days,"RINGO For Blake's Sake Rescue, Inc.",False,False,Short,Black,False,False,3,True,DSH,Less Than Thirty Days,Black
152,LUCY,3,0,Kitten,Black,Female,Children.,,,Short,108.0,"For Blake's Sake Rescue, Inc.",seven_days,"LUCY For Blake's Sake Rescue, Inc.",False,False,Short,Black,False,False,3,True,DSH,Less Than Thirty Days,Black
153,PENNY,4,0,Kitten,Gray & White,Female,Children.,,,Short,106.0,"For Blake's Sake Rescue, Inc.",seven_days,"PENNY For Blake's Sake Rescue, Inc.",False,False,Short,Gray & White,False,False,4,True,DSH,Less Than Thirty Days,Gray & White
154,SIXX,3,0,Kitten,Tabby (Brown / Chocolate),Male,"Other cats, children.",,,Short,107.0,"For Blake's Sake Rescue, Inc.",seven_days,"SIXX For Blake's Sake Rescue, Inc.",False,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Less Than Thirty Days,Tabby (Brown / Chocolate)
155,Brandy,0,0,Kitten,Orange & White,Female,"Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,92.0,Yellow Brick Road Rescue NJ,seven_days,Brandy Yellow Brick Road Rescue NJ,False,False,Short,Orange & White,False,False,0,False,DSH,Less Than Thirty Days,Orange & White
156,Jessica,2,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,92.0,Yellow Brick Road Rescue NJ,seven_days,Jessica Yellow Brick Road Rescue NJ,False,False,Short,Tabby (Brown / Chocolate),False,False,2,True,DSH,Less Than Thirty Days,Tabby (Brown / Chocolate)
157,Skittles,0,0,Kitten,Tabby (Gray / Blue / Silver),Female,"Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,103.0,Yellow Brick Road Rescue NJ,seven_days,Skittles Yellow Brick Road Rescue NJ,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,Tabby (Gray / Blue / Silver)
158,Kit Kat,0,0,Kitten,Black,Female,"Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,109.0,Yellow Brick Road Rescue NJ,seven_days,Kit Kat Yellow Brick Road Rescue NJ,False,False,Short,Black,False,False,0,False,DSH,Less Than Thirty Days,Black
159,Jelly Bean,0,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,108.0,Yellow Brick Road Rescue NJ,seven_days,Jelly Bean Yellow Brick Road Rescue NJ,False,False,Short,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,Black & White / Tuxedo
160,Reese,0,0,Kitten,Gray / Blue / Silver,Male,"Other cats, dogs, children, other animals. All other pets.",$175.00,,Short,103.0,Yellow Brick Road Rescue NJ,seven_days,Reese Yellow Brick Road Rescue NJ,False,False,Short,Gray / Blue / Silver,False,False,0,False,DSH,Less Than Thirty Days,Gray / Blue / Silver
161,Bacon,0,0,Kitten,Gray / Blue / Silver,Male,"Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,92.0,Yellow Brick Road Rescue NJ,seven_days,Bacon Yellow Brick Road Rescue NJ,False,False,Short,Gray / Blue / Silver,False,False,0,False,DSH,Less Than Thirty Days,Gray / Blue / Silver
162,Eggs,0,0,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,92.0,Yellow Brick Road Rescue NJ,seven_days,Eggs Yellow Brick Road Rescue NJ,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,Tabby (Gray / Blue / Silver)
163,Pancake,0,0,Kitten,Tabby (Brown / Chocolate),Male,"Other cats, dogs, children, other animals. Good with all other pets.",$175.00,,Short,92.0,Yellow Brick Road Rescue NJ,seven_days,Pancake Yellow Brick Road Rescue NJ,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,Tabby (Brown / Chocolate)
164,Blueberry Muffin,0,0,Adult,Gray / Blue / Silver,Female,"Other cats, dogs, children, other animals. Good with all other pets.",$100.00,,Short,99.0,Yellow Brick Road Rescue NJ,seven_days,Blueberry Muffin Yellow Brick Road Rescue NJ,False,False,Short,Gray / Blue / Silver,False,False,0,False,DSH,Less Than Thirty Days,Gray / Blue / Silver
165,Ruby’s Kittens,4,0,Kitten,Tabby (Tiger Striped),Male,"Other cats, dogs, children.",$100.00,,Short,25.0,A Purrfect World,seven_days,Ruby’s Kittens A Purrfect World,False,False,Short,Tabby (Tiger Striped),False,False,4,True,DSH,Less Than Thirty Days,Tabby (Tiger Striped)
166,Diamond,2,0,Kitten,Tabby (Tiger Striped),Female,"Other cats, children.",$175.00,,Short,27.0,Miss Pats Cats,seven_days,Diamond Miss Pats Cats,False,False,Short,Tabby (Tiger Striped),False,False,2,True,Other,Less Than Thirty Days,Tabby (Tiger Striped)
167,Glow,5,0,Adult,Orange & White,Male,"Other cats, children.",,,Short,71.0,PAWS - Montclair,seven_days,Glow PAWS - Montclair,False,False,Short,Orange & White,False,False,5,True,DSH,Less Than Thirty Days,Orange & White
168,Abandoned Cats Coming In,6,0,Adult,,Male,,,,,129.0,Friends of the Clifton Animal Shelter,seven_days,Abandoned Cats Coming In Friends of the Clifton Animal Shelter,False,False,unknown,unknown,False,False,6,True,DSH,Less Than Thirty Days,Other
169,Bangs,3,1,Adult,,Female,,,,,0.0,Friends of the Clifton Animal Shelter,seven_days,Bangs Friends of the Clifton Animal Shelter,False,True,unknown,unknown,False,True,3,True,DSH,Less Than Thirty Days,Other
170,Grammy,3,0,Young,,Female,,,,,0.0,Friends of the Clifton Animal Shelter,seven_days,Grammy Friends of the Clifton Animal Shelter,False,True,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,Other
171,Leo,2,0,Kitten,Gray & White,Male,Other cats.,,,Short,141.0,West Orange TNVR,seven_days,Leo West Orange TNVR,False,False,Short,Gray & White,False,False,2,True,DSH,Less Than Thirty Days,Gray & White
172,Calvin and Hobbes,0,0,Young,Tabby (Gray / Blue / Silver),Male,"Other cats, children.",,,,31.0,Meows Kitty Cat Rescue Inc.,seven_days,Calvin and Hobbes Meows Kitty Cat Rescue Inc.,False,False,unknown,Tabby (Gray / Blue / Silver),True,False,0,False,DSH,Less Than Thirty Days,Tabby (Gray / Blue / Silver)
173,Amelia,2,0,Adult,Tabby (Buff / Tan / Fawn),Female,"Other cats, children.",,,,66.0,Meows Kitty Cat Rescue Inc.,seven_days,Amelia Meows Kitty Cat Rescue Inc.,False,False,unknown,Tabby (Buff / Tan / Fawn),False,False,2,True,DSH,Less Than Thirty Days,Tabby (Buff / Tan / Fawn)
174,Pepsi,2,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,,53.0,Meows Kitty Cat Rescue Inc.,seven_days,Pepsi Meows Kitty Cat Rescue Inc.,False,False,unknown,Black & White / Tuxedo,False,False,2,True,DSH,Less Than Thirty Days,Black & White / Tuxedo
175,Viola,0,0,Kitten,Tabby (Brown / Chocolate),Female,"Other cats, dogs, children.",,,Short,68.0,Meows Kitty Cat Rescue Inc.,seven_days,Viola Meows Kitty Cat Rescue Inc.,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,Tabby (Brown / Chocolate)
176,Maestro,0,0,Kitten,Gray & White,Male,"Other cats, dogs, children.",,,Short,61.0,Meows Kitty Cat Rescue Inc.,seven_days,Maestro Meows Kitty Cat Rescue Inc.,False,False,Short,Gray & White,False,False,0,False,DSH,Less Than Thirty Days,Gray & White
177,Tympani,0,0,Kitten,Gray & White,Female,"Other cats, dogs, children.",,,Short,60.0,Meows Kitty Cat Rescue Inc.,seven_days,Tympani Meows Kitty Cat Rescue Inc.,False,False,Short,Gray & White,False,False,0,False,DSH,Less Than Thirty Days,Gray & White
